ลำดับ,เลขทะเบียนโรงงาน,ชื่อโรงงาน,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงาน,แรงม้า
296,3-105-34/47ปท,บริษัท แคร์เวส แมนเน็จเม้นท์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในภาคผนวก 1 หมวด 1 ของภาคผนวกที่ 1 บัญชี   สิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรมฉบับที่ 1 (พ.ศ. 2541),เลขที่ 33/3,11,-,เทพกุญชร,คลองหนึ่ง,คลองหลวง,ปทุมธานี,12120,,5060000,25,5
297,3-105-34/58ปท,บริษัท วิทิต กรุ๊ป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,เลขที่ 51,3,,,บางกระบือ,สามโคก,ปทุมธานี,12160,02-5931119,16000000,18,71.5
298,3-105-34/59ปท,บริษัท พีพีเอ รีไซเคิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ โฉนดที่ดินเลขที่ 25934,1,,,คลองสาม,คลองหลวง,ปทุมธานี,11120,817100049,10000000,10,67
299,3-105-35/48ปท,บริษัท พี.ที. รีไซเคิล จำกัด,"คัดแยกเศษวัสดุเหลือใช้ เช่น โลหะ, พลาสติก, กระดาษ และบดพลาสติก",เลขที่ 5/11,6,-,ปทุม-ลาดหลุมแก้ว,คูบางหลวง,ลาดหลุมแก้ว,ปทุมธานี,12140,,1300000,16,224
300,3-105-36/57ปท,บริษัท ไทรทองโลหะ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 48/10,6,,,สามโคก,สามโคก,ปทุมธานี,12160,,4576000,11,95
301,3-105-37/56ปท,ห้างหุ้นส่วนจำกัด แอท วัน รีไซเคิล,คัดแยดสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 135/5,6,,,บางพูน,เมืองปทุมธานี,ปทุมธานี,12000,081-5598845,1400000,7,97
302,3-105-4/46ปท,บริษัท ไทยพัฒนา อินนกอต จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดไว้ในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) และอัดเศษโลหะและกระดาษ,เลขที่ 13/4 ,2,,,ลำลูกกา,ลำลูกกา,ปทุมธานี,12150,,10600000,20,334
303,3-105-43/53ปท,ส.เพชรไพบูลย์,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 19/11,5,-,-,บางพูน,เมืองปทุมธานี,ปทุมธานี,12000,,19000000,11,345
304,3-105-43/58ปท,บริษัท ซุปเปอร์บ๊อกซ์ จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย ,เลขที่ 78/21,2,,ท่าลาน-คลองน้ำแล้ง,กระแชง,สามโคก,ปทุมธานี,12160,25814676,28490000,10,97
305,3-105-43/59ปท,ห้างหุ้นส่วนจำกัด สหกิตติไพศาล เปเปอร์ ,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 21/21,8,,,คลองหนึ่ง,คลองหลวง,ปทุมธานี,12120,,27000000,10,280
306,3-105-44/59ปท,บริษัท เอ็ม ที เกษตรแปรรูป จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ ,3,,,นพรัตน์,หนองเสือ,ปทุมธานี,12170,,3000000,10,112
307,3-105-46/47ปท,บริษัท อินทรีย์ โกลด์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุไม่ใช้แล้ว,เลขที่ 49,10,-,-,ลำลูกกา,ลำลูกกา,ปทุมธานี,12150,,5250000,12,22
308,3-105-46/59ปท,บริษัท ชัยปราการ เม็ททัล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ โฉนดที่ดินเลขที่ 9452,1,,,บ้านปทุม,สามโคก,ปทุมธานี,12160,,3000000,10,22
309,3-105-47/48ปท,ห้างหุ้นส่วนจำกัด เอ็ม. ดี. เค. เอ็นจิเนียริ่ง แอนด์ ซัพพลาย,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541) บดพลาสติกและอัดเศษกระดาษ,เลขที่ 34/2,14,-,-,คลองสอง,คลองหลวง,ปทุมธานี,12120,0 2909 9628,4300000,6,90
310,3-105-5/53ปท,บริษัท แอดวานซ์ กรีน เอนไวรอนเม้นท์ (ประเทศไทย) จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ที่ไม่เป็นของเสียอันตราย,เลขที่ 27/24,13,-,-,คลองสอง,คลองหลวง,ปทุมธานี,12120,,1550000,7,48
311,3-105-50/48ปท,บริษัท ชัดเจน พลาสติก แอนด์ รีไซเคิ้ล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วเฉพาะที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ. 2541) และบดย่อยพลาสติก,เลขที่ 9/18,6,-,-,คลองสาม,คลองหลวง,ปทุมธานี,12120,0 2987 9754,3900000,16,45
