orgth,orgen,telephone,address,website,healtharea,agency,province,district,area,npsts,pooledsaliva,pooledswab
โรงพยาบาลเมืองพัทยา,Pattaya City Hospital,0-3810-3900,261/40 หมู่ 10 ซอยบัวขาว  ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150,http://pattayacityhospital.go.th/,เขต 6,ภาครัฐ,ชลบุรี,บางละมุง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลบางบ่อ,Bangbo Hospital,0-2338-1192,89 หมู่ 1 ต.บางเพรียง อ.บางบ่อ สมุทรปราการ 10752,https://www.bangbohos.go.th/,เขต 6,ภาครัฐ,สมุทรปราการ,บางบ่อ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลเปาโล สมุทรปราการ,Paolo Hospital Samutprakarn,0-2363-2000,123 หมู่ 8 ถนนศรีนครินทร์ ตำบลบางเมือง อำเภอเมืองสมุทรปราการ 10270,https://www.paolohospital.com/th-TH/samut/,เขต 6,เอกชน,สมุทรปราการ,เมืองสมุทรปราการ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขาโรงพยาบาลกรุงเทพ พัทยา,"National Healthcare Systems Co., Ltd., Medical Technic Clinic, Bangkok Hospital Pattaya",0-3825-9999,301 หมู่ 6 ถนนสุขุมวิท กม.143 ตำบลนาเกลือ อำเภอบางละมุง จังหวัดชลบุรี 20150,https://www.bangkokpattayahospital.com/th/,เขต 6,เอกชน,ชลบุรี,บางละมุง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลวิภารามแหลมฉบัง,Vibharam Laemchabang Hospital,0-3300-9800,107 หมู่ 10 ถ.สุขุมวิท ต.ทุ่งสุขลา อ.ศรีราชา จ.ชลบุรี  20230,https://vibharamlcb.com/,เขต 6,เอกชน,ชลบุรี,ศรีราชา,ต่างจังหวัด,เปิดตรวจแล้ว,,
ศูนย์วิทยาศาสตร์การแพทย์ที่ 7 ขอนแก่น,Regional Medical Sciences Center 7 Khon Kaen,0-4324-0800,394 ม.19 ถ.สีหราชเดโชไชย ต.ศิลา อ.เมือง จ.ขอนแก่น 40000,http://rmsc7.dmsc.moph.go.th/,เขต 7,ภาครัฐ,ขอนแก่น,เมืองขอนแก่น,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น,"Sikarin Hospital, Faculty of Medicine, Khon Kaen University",0-4336-3111,123 ถนนมิตรภาพ อาคารกัลยาณิวัฒนาอนุสรณ์ ชั้น 9 งานห้องปฏิบัติการเวชศาสตร์ชันสูตร โรงพยาบาลศรีนครินทร์ คณะแพทยศาสตร์ มหาวิทยาลัยขอนแก่น อ.เมือง จ.ขอนแก่น 40002,https://www.srinagarind.md.kku.ac.th/,เขต 7,ภาครัฐ,ขอนแก่น,เมืองขอนแก่น,ต่างจังหวัด,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลขอนแก่น,Khon Kaen Hospital,0-4300-9900,54? ถนน?ศรี?จันทร์? ตำ?บ?ลใน?เมือง? อำเภอเมือง?ขอนแก่น? จังหวัด?ขอนแก่น? 40000?,https://www.kkh.go.th/,เขต 7,ภาครัฐ,ขอนแก่น,เมืองขอนแก่น,ต่างจังหวัด,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลชุมแพ,Chumphae Hospital,0-4331-1044,โรงพยาบาลชุมแพ 82 ม.8 ต.ชุมแพ อ.ชุมแพ จ.ขอนแก่น 40130,https://www.cphos.go.th/,เขต 7,ภาครัฐ,ขอนแก่น,ชุมแพ,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลร้อยเอ็ด,Roi Et Hospital,0-4351-8200,ห้องปฏิบัติการอณูชีววิทยา กลุ่มงานเทคนิคการแพทย์ ชั้น 4 อาคารชัณสูตรโรคและคลังโลหิต โรงพยาบาลร้อยเอ็ด 111 ถนนรณชัยชาญยุทธ ตำบลในเมือง อำเภอเมือง จังหวัดร้อยเอ็ด 45000,http://www.reh.go.th/,เขต 7,ภาครัฐ,ร้อยเอ็ด,เมืองร้อยเอ็ด,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
สำนักงานป้องกันควบคุมโรคที่ 7 ขอนแก่น,The Office of Disease Prevention and Control 7 Khon Kaen,0-4322-2818-9,181/37 ซอยราชประชา ถนนศรีจันทร์ อ.เมือง จ.ขอนแก่น,https://ddc.moph.go.th/odpc7/,เขต 7,ภาครัฐ,ขอนแก่น,เมืองขอนแก่น,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม,"Suthawet Hospital, Faculty of Medicine, Mahasarakham",0-4302-1021,269 ถนนนครสวรรค์ ตําบลตลาด อําเภอเมือง จังหวัดมหาสารคาม 44000,http://med.msu.ac.th/suddhavej/,เขต 7,ภาครัฐ,มหาสารคาม,เมืองมหาสารคาม,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลกาฬสินธุ์,Kalasin Hospital,0-4381-1020,283 ถนนกาฬสินธ์ุ อำเภอเมือง จังหวัดกาฬสินธ์ุ 46000,http://www.klsh.moph.go.th/,เขต 7,ภาครัฐ,กาฬสินธุ์,เมืองกาฬสินธุ์,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลมหาสารคาม,Mahasarakham Hospital,0-4371-1750,ตึกอุบัติเหตุใหม่ 11ชั้น กลุ่มงานเทคนิคการแพทย์ 168 ถ.ผดุงวิถี ต.ตลาด อ.เมือง จ.มหาสารคาม 44000,https://www.mkh.go.th/,เขต 7,ภาครัฐ,มหาสารคาม,เมืองมหาสารคาม,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลขอนแก่นราม,Khonkaen Ram Hospital,0-4300-2002,193 ถ.ศรีจันทร์ ต.ในเมือง อ.เมืองขอนแก่น จ.ขอนแก่น 40000,http://www.khonkaenram.com/th,เขต 7,เอกชน,ขอนแก่น,เมืองขอนแก่น,ต่างจังหวัด,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลสิรินธร จังหวัดขอนแก่น,Sirindhorn Province Khonkaen Hospital,0-4326-7041,82 ถ. มิตรภาพ ตำบลโนนสมบูรณ์ อำเภอบ้านแฮด ขอนแก่น 40110,http://www.sirinthorn.net/,เขต 7,ภาครัฐ,ขอนแก่น,บ้านแฮด,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลยางตลาด,Yangtalad Hospital ,0-4389-1249,87 หมู่ 20 ตำบลยางตลาด อำเภอยางตลาด จังหวัดกาฬสินธุ์ 46120 ประเทศไทย,https://yth.go.th/,เขต 7,ภาครัฐ,กาฬสินธุ์,ยางตลาด,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลโพนทอง,Phonthong Hospital,0-4357-1321,196 ม.10 ต.สระนกแก้ว อ.โพนทอง จ.ร้อยเอ็ด 45110,https://www.govesite.com/pthospital/,เขต 7,ภาครัฐ,ร้อยเอ็ด,โพนทอง,ต่างจังหวัด,เปิดตรวจแล้ว,,
